4290794.43	491936.56	0.0	-1000	-1000	-1000	4290794.43	491936.56	[0.0002843095775005727, 0.0, 0.0, 0.0, 0.0002843095775005727, 0.0, 0.0, 0.0, 0.0002843095775005727]	0
4290794.43	491936.56	2.515801496434458e-05	4290794.432808928	491936.4623510283	89.99501296840461	4290794.43	491936.56	[0.00045805952616037213, 0.0, 0.0, 0.0, 0.00045805952616037213, 0.0, 0.0, 0.0, 0.00045805952616037213]	0
4290794.429999874	491936.5592523912	5.214494788229224e-05	4290794.432808734	491936.46160211053	90.0009550605364	4290794.429999874	491936.5599998743	[0.000490017188656536, -4.303253917752757e-14, 3.4244931551233715e-07, -4.303253917752757e-14, 0.0004900169326384342, -5.7560239171877683e-11, 3.4244931551233715e-07, -5.7560239171877683e-11, 0.0004900169326384269]	0
4290794.429999831	491936.55848585384	8.148707397803103e-05	4290794.432808641	491936.4608439772	90.00255253886351	4290794.429999831	491936.5599998319	[0.0005420161646776815, -1.1763289691387075e-13, 7.180656117745308e-07, -1.1763289691387075e-13, 0.0005420150957352505, -7.835899958748576e-11, 7.180656117745308e-07, -7.835899958748576e-11, 0.0005420150957352374]	0
4290794.429999698	491936.5577193165	0.00011421963316120384	4290794.432808515	491936.4600950958	89.99788899957964	4290794.429999698	491936.55999969796	[0.000581707524963359, -3.295417973020674e-13, 1.1335404380942627e-06, -3.2954179730206744e-13, 0.000581705036695726, -1.509648179782494e-10, 1.1335404380942627e-06, -1.509648179782494e-10, 0.000581705036695682]	0
4290794.429999671	491936.5569361627	0.00014894916146205873	4290794.43280849	491936.45930912986	89.99767184893729	4290794.429999671	491936.55999967083	[0.0006040396741923672, -4.908792049926722e-13, 1.5891049443891048e-06, -4.908792049926723e-13, 0.0006040350536746827, -1.6674512876227868e-10, 1.5891049443891048e-06, -1.6674512876227868e-10, 0.0006040350536746301]	0
4290794.42999966	491936.5561387027	0.00018433397452024438	4290794.432808478	491936.45851508016	89.99762361628508	4290794.42999966	491936.5599996598	[0.0008720410207769618, -6.466573081705559e-13, 2.0707987152808217e-06, -6.46657308170556e-13, 0.0008720334816326482, -1.7339731806556886e-10, 2.0707987152808217e-06, -1.7339731806556886e-10, 0.0008720334816325918]	0
4290794.429999734	491936.55534124275	0.00022100695490768671	4290794.432808444	491936.45773100515	90.00039530880416	4290794.429999734	491936.55999973504	[0.0008725806248336705, -5.768132140718333e-13, 2.766210499293412e-06, -5.768132140718333e-13, 0.0008725692283681686, -1.0778809313719918e-10, 2.766210499293412e-06, -1.0778809313719918e-10, 0.0008725692283681333]	0
4290794.429999732	491936.55453179544	0.0002596398348233621	4290794.432808513	491936.4569144347	89.99814452818076	4290794.429999732	491936.5599997329	[0.0008813665337840644, -6.715761911745553e-13, 3.472509341411365e-06, -6.715761911745553e-13, 0.000881350087403374, -1.0967625290491877e-10, 3.472509341411365e-06, -1.0967625290491877e-10, 0.0008813500874033383]	0
4290794.368054726	491936.5185592741	83.82605833680685	4290794.432808527	491936.45609746856	89.99812919834304	4290794.429999724	491936.5599997245	[0.00023078445973315307, -0.00033648866118857055, 7.302105005213456e-08, -0.00033648866118857055, 0.000735252753562862, -1.0646840743485826e-07, 7.302105005213427e-08, -1.0646840743485793e-07, 6.242173068216774e-05]	1
4290794.36805467	491936.5177330203	83.82610072082146	4290794.432808507	491936.4552808549	89.99495485479004	4290794.429999668	491936.5599996685	[0.00039079163388847473, -0.00033648874916546894, 1.245972399899596e-07, -0.00033648874916546894, 0.0008952597644472498, -1.0647190231542521e-07, 1.245972399899593e-07, -1.0647190231542488e-07, 0.0002224287415546334]	0
